,COUNTRY,MEASURE,TYPE,LEVEL,REGION,CATEGORY,DATE_IMPLEMENTED,ENTRY_DATE
235,US,general recommendations,Introduction / extension of measures,-,Americas,Public health measures,2020-03-16,2020-03-17 00:00:00
236,US,general recommendations,Phase-out measure,-,Americas,Public health measures,2020-04-16,2020-04-21 00:00:00
237,US,health screenings in airports and border crossings,Introduction / extension of measures,-,Americas,Public health measures,2020-03-14,2020-03-15 00:00:00
238,US,isolation and quarantine policies,Introduction / extension of measures,New York,Americas,Public health measures,2020-03-26,2020-04-21 00:00:00
239,US,limit public gatherings,Introduction / extension of measures,-,Americas,Social distancing,2020-03-11,2020-03-26 00:00:00
240,US,lockdown,Introduction / extension of measures,-,*,Lockdown,2020-03-20,*
241,US,lockdown,Introduction / extension of measures,Alabama,Alabama,Lockdown,2020-03-24,*
242,US,lockdown,Introduction / extension of measures,Alaska,Alaska,Lockdown,2020-03-28,*
243,US,lockdown,Introduction / extension of measures,Arizona,Arizona,Lockdown,2020-03-31,*
244,US,lockdown,Introduction / extension of measures,California,California,Lockdown,2020-03-19,3/19/2020
245,US,lockdown,Introduction / extension of measures,"Clark County, NV","Clark County, NV",Lockdown,2020-03-20,3/20/2020
246,US,lockdown,Introduction / extension of measures,Colorado,Colorado,Lockdown,2020-03-26,*
247,US,lockdown,Introduction / extension of measures,Connecticut,Connecticut,Lockdown,2020-03-23,3/23/2020
248,US,lockdown,Introduction / extension of measures,Delaware,Delaware,Lockdown,2020-03-24,*
249,US,lockdown,Introduction / extension of measures,District of Columbia,District of Columbia,Lockdown,2020-04-01,*
250,US,lockdown,Introduction / extension of measures,Florida,Florida,Lockdown,2020-03-24,*
251,US,lockdown,Introduction / extension of measures,Georgia,Georgia,Lockdown,2020-03-20,*
252,US,lockdown,Introduction / extension of measures,Hawaii,Hawaii,Lockdown,2020-03-25,*
253,US,lockdown,Introduction / extension of measures,Idaho,Idaho,Lockdown,2020-03-25,*
254,US,lockdown,Introduction / extension of measures,Illinois,Illinois,Lockdown,2020-03-21,3/21/2020
255,US,lockdown,Introduction / extension of measures,Indiana,Indiana,Lockdown,2020-03-25,*
256,US,lockdown,Introduction / extension of measures,Kentucky,Kentucky,Lockdown,2020-03-26,*
257,US,lockdown,Introduction / extension of measures,Maine,Maine,Lockdown,2020-03-25,*
258,US,lockdown,Introduction / extension of measures,Maryland,Maryland,Lockdown,2020-03-30,*
259,US,lockdown,Introduction / extension of measures,Massachusetts,Massachusetts,Lockdown,2020-03-24,3/24/2020
260,US,lockdown,Introduction / extension of measures,Michigan,Michigan,Lockdown,2020-03-24,3/24/2020
261,US,lockdown,Introduction / extension of measures,Minnesota,Minnesota,Lockdown,2020-03-28,*
262,US,lockdown,Introduction / extension of measures,Mississippi,Mississippi,Lockdown,2020-03-21,*
263,US,lockdown,Introduction / extension of measures,Missouri,Missouri,Lockdown,2020-03-23,*
264,US,lockdown,Introduction / extension of measures,Montana,Montana,Lockdown,2020-03-28,*
265,US,lockdown,Introduction / extension of measures,Nevada,Nevada,Lockdown,2020-04-01,*
266,US,lockdown,Introduction / extension of measures,New Hampshire,New Hampshire,Lockdown,2020-03-28,*
267,US,lockdown,Introduction / extension of measures,New Jersey,New Jersey,Lockdown,2020-03-21,*
268,US,lockdown,Introduction / extension of measures,New Mexico,New Mexico,Lockdown,2020-03-24,*
269,US,lockdown,Introduction / extension of measures,New York,New York,Lockdown,2020-03-20,3/20/2020
270,US,lockdown,Introduction / extension of measures,North Carolina,North Carolina,Lockdown,2020-03-30,*
271,US,lockdown,Introduction / extension of measures,Ohio,Ohio,Lockdown,2020-03-24,*
272,US,lockdown,Introduction / extension of measures,Oklahoma,Oklahoma,Lockdown,2020-03-25,*
273,US,lockdown,Introduction / extension of measures,Oregon,Oregon,Lockdown,2020-03-24,3/24/2020
274,US,lockdown,Introduction / extension of measures,Pennsylvania,Pennsylvania,Lockdown,2020-03-23,*
275,US,lockdown,Introduction / extension of measures,Puerto Rico,Puerto Rico,Lockdown,2020-03-15,*
276,US,lockdown,Introduction / extension of measures,Rhode Island,Rhode Island,Lockdown,2020-03-28,*
277,US,lockdown,Introduction / extension of measures,South Carolina,South Carolina,Lockdown,2020-04-07,*
278,US,lockdown,Introduction / extension of measures,Tennessee,Tennessee,Lockdown,2020-03-23,*
279,US,lockdown,Introduction / extension of measures,Texas,Texas,Lockdown,2020-03-24,*
280,US,lockdown,Introduction / extension of measures,Utah,Utah,Lockdown,2020-04-02,*
281,US,lockdown,Introduction / extension of measures,Vermont,Vermont,Lockdown,2020-03-25,*
282,US,lockdown,Introduction / extension of measures,Virginia,Virginia,Lockdown,2020-03-30,*
283,US,lockdown,Introduction / extension of measures,Washington,Washington,Lockdown,2020-03-23,*
284,US,lockdown,Introduction / extension of measures,West Virginia,West Virginia,Lockdown,2020-03-24,*
285,US,lockdown,Introduction / extension of measures,Wisconsin,Wisconsin,Lockdown,2020-03-24,3/24/2020
286,US,lockdown,Introduction / extension of measures,Wyoming,Wyoming,Lockdown,2020-03-28,*
287,US,military deployment,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-03-22,2020-03-26 00:00:00
288,US,other public health measures enforced,Introduction / extension of measures,-,Americas,Public health measures,2020-03-24,2020-04-21 00:00:00
289,US,psychological assistance and medical social work,Introduction / extension of measures,-,Americas,Public health measures,2020-04-13,2020-04-21 00:00:00
290,US,schools closure,Introduction / extension of measures,-,Americas,Social distancing,2020-03-13,2020-03-26 00:00:00
291,US,state of emergency declared,Introduction / extension of measures,-,Americas,Governance and socio-economic measures,2020-01-31,2020-03-17 00:00:00
292,US,strengthening the public health system,Introduction / extension of measures,-,Americas,Public health measures,2020-01-22,2020-03-26 00:00:00
293,US,strengthening the public health system,Introduction / extension of measures,Florida,Americas,Public health measures,2020-03-17,2020-04-21 00:00:00
294,US,strengthening the public health system,Introduction / extension of measures,Native Tribes,Americas,Public health measures,2020-04-08,2020-04-21 00:00:00
295,US,strengthening the public health system,Introduction / extension of measures,Washington,Americas,Public health measures,2020-03-19,2020-04-21 00:00:00
296,US,surveillance and monitoring,Introduction / extension of measures,-,Americas,Movement restrictions,2020-02-14,2020-04-21 00:00:00
297,US,testing policy,Introduction / extension of measures,-,Americas,Public health measures,2020-03-08,2020-03-26 00:00:00
298,US,testing policy,Introduction / extension of measures,Native Tribes,Americas,Public health measures,2020-04-06,2020-04-21 00:00:00
299,US,visa restrictions,Introduction / extension of measures,-,Americas,Movement restrictions,2020-01-31,2020-03-26 00:00:00
300,United Kingdom,changes in prison-related policies,Introduction / extension of measures,-,Europe,Social distancing,2020-03-25,2020-05-14 00:00:00
301,United Kingdom,closure of businesses and public services,Introduction / extension of measures,-,Europe,Social distancing,2020-03-21,2020-03-24 00:00:00
302,United Kingdom,closure of businesses and public services,Phase-out measure,-,Europe,Social distancing,2020-06-01,2020-06-02 00:00:00
303,United Kingdom,economic measures,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-03-13,2020-03-23 00:00:00
304,United Kingdom,emergency administrative structures activated or established,Introduction / extension of measures,-,Europe,Governance and socio-economic measures,2020-05-10,2020-05-08 00:00:00
305,United Kingdom,general recommendations,Introduction / extension of measures,-,Europe,Public health measures,2020-03-16,2020-03-16 00:00:00
306,United Kingdom,isolation and quarantine policies,Introduction / extension of measures,-,Europe,Public health measures,2020-05-22,2020-05-25 00:00:00
307,United Kingdom,limit public gatherings,Introduction / extension of measures,-,Europe,Social distancing,2020-03-16,2020-03-16 00:00:00
308,United Kingdom,limit public gatherings,Phase-out measure,-,Europe,Social distancing,2020-05-10,2020-05-08 00:00:00
309,United Kingdom,limit public gatherings,Phase-out measure,England,Europe,Social distancing,2020-06-01,2020-06-02 00:00:00
310,United Kingdom,lockdown,Introduction / extension of measures,-,Europe,Lockdown,2020-04-16,2020-04-16 00:00:00
311,United Kingdom,lockdown,Introduction / extension of measures,Bilda + Algiers,Europe,Lockdown,2020-03-24,2020-03-24 00:00:00
312,United Kingdom,other public health measures enforced,Introduction / extension of measures,-,Europe,Public health measures,2020-05-11,2020-05-15 00:00:00
313,United Kingdom,schools closure,Introduction / extension of measures,-,Europe,Social distancing,2020-03-20,2020-03-23 00:00:00
314,United Kingdom,schools closure,Phase-out measure,England,Europe,Social distancing,2020-06-01,2020-06-02 00:00:00
315,United Kingdom,strengthening the public health system,Introduction / extension of measures,-,Europe,Public health measures,2020-03-11,2020-03-15 00:00:00
316,United Kingdom,surveillance and monitoring,Introduction / extension of measures,-,Europe,Movement restrictions,2020-03-24,2020-03-24 00:00:00
317,United Kingdom,testing policy,Introduction / extension of measures,-,Europe,Public health measures,2020-05-18,2020-05-20 00:00:00
318,Afghanistan,awareness campaigns,Introduction / extension of measures,-,Asia,Public health measures,2020-01-24,2020-04-07 00:00:00
319,Afghanistan,border checks,Introduction / extension of measures,-,Asia,Movement restrictions,2020-02-01,2020-03-14 00:00:00
320,Afghanistan,border closure,Introduction / extension of measures,-,Asia,Movement restrictions,2020-02-24,2020-03-14 00:00:00
321,Afghanistan,border closure,Phase-out measure,-,Asia,Movement restrictions,2020-05-14,2020-05-18 00:00:00
322,Afghanistan,changes in prison-related policies,Introduction / extension of measures,-,Asia,Social distancing,2020-03-31,2020-05-11 00:00:00
323,Afghanistan,domestic travel restrictions,Introduction / extension of measures,-,Asia,Movement restrictions,2020-02-24,2020-04-07 00:00:00
324,Afghanistan,emergency administrative structures activated or established,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-02-06,2020-04-07 00:00:00
325,Afghanistan,general recommendations,Introduction / extension of measures,-,Asia,Public health measures,2020-02-24,2020-04-07 00:00:00
326,Afghanistan,health screenings in airports and border crossings,Introduction / extension of measures,-,Asia,Public health measures,2020-01-26,2020-04-07 00:00:00
327,Afghanistan,international flights suspension,Introduction / extension of measures,-,Asia,Movement restrictions,2020-01-27,2020-04-07 00:00:00
328,Afghanistan,isolation and quarantine policies,Introduction / extension of measures,-,Asia,Public health measures,2020-02-02,2020-04-07 00:00:00
329,Afghanistan,limit product imports/exports,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-01,2020-03-14 00:00:00
330,Afghanistan,limit public gatherings,Introduction / extension of measures,-,Asia,Social distancing,2020-03-12,2020-03-14 00:00:00
331,Afghanistan,other public health measures enforced,Introduction / extension of measures,-,Asia,Public health measures,2020-02-20,2020-04-07 00:00:00
332,Afghanistan,schools closure,Introduction / extension of measures,-,Asia,Social distancing,2020-03-15,2020-04-07 00:00:00
333,Afghanistan,state of emergency declared,Introduction / extension of measures,-,Asia,Governance and socio-economic measures,2020-03-20,2020-04-07 00:00:00
334,Afghanistan,strengthening the public health system,Introduction / extension of measures,-,Asia,Public health measures,2020-02-04,2020-04-07 00:00:00
